0	25	5	978824351
1	133	3	978300174
2	207	4	978298504
3	208	4	978294282
4	222	2	978246585
5	396	5	978239019
6	74	3	978234898
7	91	3	978247143
8	514	3	978226678
9	659	5	980638688
10	820	1	978909052
11	829	3	978220273
12	844	3	978202577
13	105	4	978201317
14	519	5	978361393
15	218	3	978174795
16	246	5	978161166
17	228	5	978157434
18	770	5	994556636
19	641	4	1009669227
20	1167	4	978139540
21	1195	4	991149892
22	934	1	993707035
23	603	4	986157459
24	872	2	978386265
25	352	1	978385333
26	839	5	978130092
27	1299	5	978985335
28	1458	3	978136554
29	1487	4	978122183
30	274	2	978121885
31	1521	1	978126476
32	459	3	978985788
33	91	4	978104692
34	1647	3	978210919
35	1071	4	1040545125
36	808	1	978057358
37	244	3	978047091
38	237	4	978044402
39	1696	1	978041398
40	303	5	978041582
41	730	4	978041996
42	104	4	978026708
43	472	4	1004412196
44	1772	2	977992196
45	1805	5	977979487
46	1624	4	977978774
47	360	3	978409441
48	968	3	978814070
49	1879	4	977961307
50	1595	5	977948011
51	788	5	977948475
52	245	5	977990888
53	1236	5	977944889
54	171	5	977948435
55	534	4	977939927
56	7	5	977936132
57	1719	1	977942466
58	170	2	1041968335
59	488	3	977932390
60	2063	1	977903456
61	2119	4	977970461
62	743	5	980111457
63	876	3	977892852
64	693	5	1041090068
65	41	5	977886886
66	82	5	977887126
67	19	3	991376219
68	485	4	977882427
69	237	5	977878348
70	317	3	977876079
71	18	4	977869538
72	1148	3	984369175
73	1646	3	993339349
74	939	5	978750501
75	267	3	989092538
76	445	2	977814298
77	1459	3	978571371
78	73	3	977806080
79	123	5	993780330
80	44	5	977786694
81	991	3	978816999
82	1904	3	977721218
83	177	1	977717915
84	2091	2	992325450
85	85	5	983319953
86	78	5	977768358
87	1308	5	977696618
88	1280	3	993963368
89	300	5	993965451
90	116	5	977666675
91	1396	1	986711877
92	1105	2	977633588
93	1111	3	977628700
94	85	4	977629537
95	741	4	980565244
96	121	4	999717170
97	244	4	977619823
98	1301	5	994354345
99	109	3	977594963
100	2127	5	977579274
101	2327	2	1043799175
102	1396	3	977555973
103	493	4	1016055781
104	1071	5	977544363
105	53	3	977536364
106	428	3	977534779
107	1015	3	977528015
108	45	4	977528296
109	2058	1	977515406
110	900	4	977513112
111	2347	3	977508756
112	2271	4	977507389
113	159	5	980374273
114	1989	4	977502018
115	1082	2	997448812
116	837	3	978643873
117	143	3	977502946
118	877	5	978216413
119	256	3	978149909
120	40	5	977459322
121	217	3	993446303
122	1901	4	979678654
123	516	4	983727215
124	517	5	977519467
125	165	5	977445355
126	204	3	1023070576
127	603	5	977434498
128	1248	2	977436556
129	188	5	977432308
130	726	1	1039164697
131	618	2	977429393
132	2451	2	994795879
133	2214	5	1022094365
134	5	5	977417160
135	683	3	977531422
136	1075	4	1000870148
137	301	4	977362502
138	2436	4	977363000
139	127	5	993950787
140	2300	5	977357662
141	524	4	980559291
142	27	4	977351625
143	905	5	977346719
144	2139	1	977345741
145	2527	5	1042576426
146	86	2	977358524
147	548	3	980194240
148	1061	5	1020957706
149	1352	4	1015456212
150	1254	4	1003808140
151	791	4	977269046
152	2607	4	985055477
153	1232	4	977260495
154	2047	4	977257392
155	5	4	977251663
156	1092	5	1034439335
157	559	5	977243417
158	237	3	989966959
159	872	3	1016381272
160	625	3	977222448
161	193	4	982105042
162	1316	2	978234113
163	545	5	1030839253
164	864	5	977200456
165	1450	5	979378769
166	690	3	977181054
167	533	4	977177120
168	1644	3	1042848166
169	9	5	977173730
170	945	4	977167096
171	1662	3	977164978
172	2564	4	1026939246
173	1112	3	977150151
174	289	3	979938927
175	2739	4	977099702
176	26	4	977100421
177	1578	4	977109427
178	2164	1	977092956
179	270	3	997601296
180	506	5	977090747
181	242	3	977085692
182	794	4	1024162893
183	2145	3	1038970548
184	776	2	977066852
185	929	4	977060390
186	1708	4	977234770
187	218	4	1011464783
188	526	5	977028933
189	1989	3	977028539
190	1369	2	977099215
191	1485	5	1032750223
192	1491	5	1035343533
193	738	3	977020089
194	619	2	1045358834
195	95	4	977005540
196	104	5	977029046
197	837	4	991439451
198	2649	4	977006441
199	919	2	976958202
200	2316	4	1010890585
201	1045	3	976941786
202	1329	1	976929605
203	416	4	987434992
204	246	5	976923910
205	132	5	976921300
206	544	1	976917582
207	2334	3	1004229253
208	435	3	976911810
209	2198	2	977101164
210	1679	2	976908145
211	324	3	976946439
212	1526	4	976900497
213	2136	1	976901850
214	171	5	979174998
215	430	2	976871584
216	534	4	976856730
217	1040	3	990465484
218	891	3	976838642
219	979	5	976998661
220	263	5	976835274
221	267	2	976835107
222	1	2	976906963
223	357	2	993071690
224	283	4	977257414
225	1049	4	976830818
226	672	4	976830283
227	1244	5	993150525
228	2917	5	1046325855
229	2498	4	976825848
230	1819	1	1043295045
231	825	3	976812993
232	1400	4	976794992
233	2067	4	979271223
234	95	4	1018414348
235	1018	3	976766341
236	207	4	1043436812
237	2714	5	976767198
238	453	5	1042483569
239	156	3	976757803
240	145	5	976754257
241	499	2	992143504
242	642	2	976750144
243	67	4	976804375
244	1769	3	976830540
245	741	5	976728718
246	26	3	976728574
247	949	3	978409975
248	291	5	976730743
249	526	4	976724609
250	545	4	977162210
251	287	3	976689213
252	2308	4	977006089
253	545	5	976682263
254	1184	3	976683930
255	126	3	976678430
256	335	5	976673514
257	763	5	976672994
258	545	4	987631254
259	2199	2	976672741
260	2409	1	976674508
261	1040	2	976661136
262	167	5	976652569
263	29	3	985724271
264	437	4	976649241
265	184	5	976647386
266	1109	4	1003251850
267	1082	2	976655877
268	2141	2	977102264
269	517	2	1004989276
270	136	3	1014680483
271	916	5	976698069
272	1057	3	976778270
273	586	4	976596552
274	200	4	976592927
275	764	2	976589374
276	113	4	976587310
277	2296	4	976587545
278	1073	1	1004919215
279	865	4	976575188
280	237	4	976572065
281	91	2	976572019
282	48	5	976570506
283	929	3	976749417
284	175	4	1025213283
285	522	2	976596299
286	499	5	976569222
287	903	5	976568001
288	1470	4	976569086
289	88	2	976564993
290	761	4	976566636
291	104	5	976562982
292	499	4	1012704798
293	474	2	976543057
294	922	4	976528071
295	1982	4	976522006
296	68	4	976513573
297	86	2	976510555
298	306	5	998517993
299	72	3	976507592
300	1357	1	976584797
301	1657	2	1014071850
302	342	2	982024229
303	1009	2	976502560
304	1607	2	976498380
305	26	5	1038664052
306	374	5	976486825
307	1858	2	995838531
308	175	4	977288130
309	532	1	1012082487
310	151	3	1008979320
311	1727	3	976477183
312	68	4	976474918
313	34	4	1010090820
314	660	5	976466110
315	1133	5	976466898
316	96	5	976461571
317	279	3	976427074
318	1069	2	1040499703
319	1335	4	976418782
320	127	5	981066835
321	171	5	978049349
322	437	2	976975096
323	643	5	976408156
324	3	3	976404201
325	757	3	980988540
326	2210	1	976484087
327	2290	2	976396805
328	1597	1	1040905434
329	7	3	985452128
330	850	3	1001521894
331	955	4	1009291058
332	780	1	996357543
333	305	4	976380353
334	2094	5	976364298
335	966	1	977494487
336	96	4	976353155
337	517	4	1024290978
338	2125	3	976342980
339	400	4	976342754
340	272	5	976339910
341	1101	2	976339699
342	3085	2	1045945209
343	218	2	976337124
344	280	4	976335609
345	484	4	976337342
346	631	4	976332748
347	1088	2	976330373
348	916	3	1046023737
349	78	4	976326993
350	1523	5	1012251234
351	3092	1	976336434
352	531	3	976329601
353	237	4	976324280
354	342	4	1043902000
355	2135	5	979641486
356	33	1	976319588
357	153	5	976318091
358	352	4	976317565
359	5	5	976318805
360	1244	4	976640745
361	837	3	981056606
362	270	4	976312530
363	1061	4	976311523
364	38	5	976405459
365	413	3	978545717
366	2066	4	976309656
367	1011	5	988847679
368	690	3	976310611
369	526	3	976651322
370	756	5	976315782
371	533	4	981043433
372	246	4	976305206
373	921	4	976306042
374	1405	5	979847765
375	1461	4	984176320
376	194	4	976304380
377	164	2	976302218
378	581	5	976303283
379	609	5	976598170
380	155	5	976301159
381	1311	3	980799818
382	5	5	976306289
383	78	4	976300539
384	1613	4	976584300
385	743	5	976305140
386	547	4	980037007
387	643	4	976301258
388	541	5	976299714
389	1175	3	976314071
390	67	5	981331592
391	979	4	994707493
392	2452	4	976298734
393	1173	4	976297512
394	40	3	976299298
395	937	3	976304081
396	1061	3	976295268
397	2099	2	1044569661
398	50	5	976294514
399	92	3	976294639
400	52	4	976295228
401	1882	2	984684958
402	210	4	1046388675
403	1557	4	988503219
404	3001	4	992876659
405	433	4	976655494
406	316	5	976288942
407	2222	4	1020429729
408	498	3	976292216
409	1346	3	976289840
410	1929	2	1041213221
411	201	4	1010889783
412	323	5	976288006
413	23	5	976287256
414	2633	4	977501892
415	559	5	976290846
416	218	4	976285625
417	132	5	976286143
418	237	4	1044901354
419	609	3	983206906
420	533	3	976282836
421	758	2	1042065508
422	237	3	976282153
423	881	3	1046349099
424	633	4	976887288
425	1169	4	976599026
426	1333	3	976278737
427	166	3	976261161
428	276	3	976259563
429	858	4	976251760
430	84	5	977368324
431	875	4	976250391
432	1067	1	976249459
433	1120	4	976248695
434	733	3	976250197
435	1326	1	976246812
436	1476	5	976278578
437	2138	5	1020895784
438	1846	3	988069236
439	900	4	976243063
440	151	5	976242563
441	517	4	1026093602
442	547	3	976500155
443	14	3	976242346
444	1383	3	976242219
445	452	4	976239549
446	1046	5	976236306
447	499	1	976235524
448	603	4	976234821
449	1210	3	976235019
450	406	5	976417817
451	2197	3	976236326
452	1887	2	1008954762
453	1611	4	1026505839
454	1503	3	976232097
455	195	3	976301988
456	2427	2	976393785
457	2296	3	976230104
458	891	3	976232196
459	1176	3	976229778
460	2109	4	976232896
461	340	3	1017811383
462	1108	1	976228951
463	1289	1	976227844
464	2701	4	976228606
465	708	5	976228283
466	317	1	976228463
467	110	5	976225801
468	1963	5	976225545
469	2183	3	976224103
470	1655	3	976225345
471	1166	5	976222481
472	237	5	977342039
473	92	5	976298989
474	2535	4	976222083
475	2016	4	976224394
476	1048	2	976220457
477	1106	3	976941101
478	200	3	976219366
479	522	3	990162602
480	1529	4	976408782
481	2587	4	1011681564
482	116	4	976217111
483	132	5	976217193
484	865	4	976217307
485	2469	2	976216493
486	657	2	1043690500
487	468	4	976215248
488	0	5	976215021
489	2538	1	976216751
490	110	5	976215013
491	2057	4	976214758
492	1043	2	976217275
493	569	2	976217299
494	662	3	976215875
495	1491	4	1046207300
496	26	4	976214457
497	661	3	977849488
498	1059	4	976219644
499	1672	2	985660283
